ID,taxonomy
OTU_6234,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6235,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Wandonia; s__unidentified
OTU_6236,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__unidentified; s__unidentified
OTU_6237,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6238,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6239,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_624,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6240,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6241,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae
OTU_6242,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__unidentified; s__unidentified
OTU_6243,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6244,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6245,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
OTU_6246,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae
OTU_6247,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__unidentified; s__unidentified
OTU_6248,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6249,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_625,k__Bacteria; p__Acidobacteria; c__Subgroup_17; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6250,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6251,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6252,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__unidentified; s__unidentified
OTU_6253,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__unidentified; s__unidentified
OTU_6254,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6256,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6257,k__Bacteria
OTU_6258,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6259,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__unidentified
OTU_626,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6260,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__unidentified; s__unidentified
OTU_6261,k__Bacteria
OTU_6262,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__unidentified; s__unidentified
OTU_6263,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6264,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6265,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6266,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__053A03-B-DI-P58; g__unidentified; s__unidentified
OTU_6267,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__unidentified; s__unidentified
OTU_6268,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Leadbetterella; s__unidentified
OTU_6269,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae
OTU_627,k__Bacteria; p__Planctomycetes; c__OM190; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6270,k__Bacteria; p__Parcubacteria
OTU_6271,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Emticicia; s__unidentified
OTU_6272,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Parafilimonas; s__unidentified
OTU_6273,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__unidentified; s__unidentified
OTU_6274,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
OTU_6275,k__Bacteria; p__Armatimonadetes; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6276,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__unidentified; s__unidentified
OTU_6277,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
OTU_6278,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6279,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__unidentified; s__unidentified
OTU_628,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfurellales; f__Desulfurellaceae; g__G55; s__unidentified
OTU_6280,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6281,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6282,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6283,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6284,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__unidentified; g__unidentified; s__unidentified
OTU_6285,k__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__unidentified; g__unidentified; s__unidentified
OTU_6286,k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__unidentified
OTU_6287,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__PHOS-HE51; g__unidentified; s__unidentified
OTU_6288,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6289,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa; s__unidentified
OTU_629,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6290,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6291,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__CPla-3_termite_group; f__unidentified; g__unidentified; s__unidentified
OTU_6292,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6293,k__Bacteria; p__Parcubacteria; c__Candidatus_Azambacteria; o__Candidatus_Azambacteria_bacterium_GW2011_GWF2_42_22; f__Candidatus_Azambacteria_bacterium_GW2011_GWF2_42_22; g__Candidatus_Azambacteria_bacterium_GW2011_GWF2_42_22; s__Candidatus_Azambacteria_bacterium_GW2011_GWF2_42_22
OTU_6294,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6295,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6296,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
OTU_6297,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6299,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__unidentified; s__unidentified
OTU_63,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__unidentified; s__unidentified
OTU_630,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfurellales; f__Desulfurellaceae; g__H16; s__unidentified
OTU_6300,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6301,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6302,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Terrimonas; s__unidentified
OTU_6303,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales
OTU_6304,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6306,k__Bacteria
OTU_6307,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__unidentified; g__unidentified; s__unidentified
OTU_6308,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6309,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__unidentified; s__unidentified
OTU_631,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter_calcoaceticus
OTU_6310,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6312,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6314,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Terrimonas; s__unidentified
OTU_6315,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6316,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6317,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6318,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6319,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_632,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6320,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__KD3-93; g__unidentified; s__unidentified
OTU_6321,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Asanoa; s__unidentified
OTU_6322,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__uncultured; s__Daphnia_magna
OTU_6323,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_6324,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6326,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__unidentified; s__unidentified
OTU_6327,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__KD3-93; g__unidentified; s__unidentified
OTU_6328,k__Bacteria
OTU_6329,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIb; f__unidentified; g__unidentified; s__unidentified
OTU_633,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__unidentified; s__unidentified
OTU_6330,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_1; s__unidentified
OTU_6331,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6332,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6333,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__unidentified
OTU_6334,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__unidentified
OTU_6335,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6337,k__Bacteria; p__BRC1; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6339,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__unidentified
OTU_634,k__Bacteria; p__Acidobacteria; c__Subgroup_22; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6340,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__unidentified
OTU_6341,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
OTU_6342,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Ammoniphilus; s__unidentified
OTU_6343,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__unidentified
OTU_6344,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavisolibacter; s__unidentified
OTU_6345,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Parafilimonas; s__unidentified
OTU_6346,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__Solitalea_canadensis
OTU_6347,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6348,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavitalea; s__unidentified
OTU_6349,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
OTU_635,k__Bacteria; p__Acidobacteria; c__Subgroup_17; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6350,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS_17; g__unidentified; s__unidentified
OTU_6351,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
OTU_6352,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS_17; g__unidentified; s__unidentified
OTU_6353,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
OTU_6354,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__unidentified
OTU_6355,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavisolibacter; s__unidentified
OTU_6356,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavihumibacter; s__unidentified
OTU_6357,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6358,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6359,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavisolibacter; s__unidentified
OTU_636,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lentibacillus; s__unidentified
OTU_6360,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Saprospiraceae; g__Phaeodactylibacter; s__unidentified
OTU_6361,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Parafilimonas; s__unidentified
OTU_6362,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6363,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__AKYH767; g__unidentified; s__unidentified
OTU_6364,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__27F-1492R; g__unidentified; s__unidentified
OTU_6365,k__Bacteria; p__Planctomycetes
OTU_6366,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales_S24-7_group; g__unidentified; s__unidentified
OTU_6367,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales
OTU_6368,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__unidentified
OTU_6369,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__unidentified; g__unidentified; s__unidentified
OTU_637,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6370,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6371,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Chitinophaga
OTU_6372,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6373,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae
OTU_6374,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavisolibacter; s__unidentified
OTU_6375,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6376,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS_17; g__unidentified; s__unidentified
OTU_6377,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__unidentified
OTU_6378,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6379,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__unidentified; g__unidentified; s__unidentified
OTU_638,k__Bacteria; p__Gemmatimonadetes; c__AKAU4049; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6380,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__NS11-12_marine_group; g__unidentified; s__unidentified
OTU_6381,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unidentified
OTU_6382,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
OTU_6383,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Dinghuibacter; s__unidentified
OTU_6384,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6385,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
OTU_6386,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__NS9_marine_group; g__unidentified; s__unidentified
OTU_6387,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae
OTU_6388,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavitalea; s__unidentified
OTU_6389,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__AKYH767; g__unidentified; s__unidentified
OTU_639,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae
OTU_6390,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Flavisolibacter; s__unidentified
OTU_6391,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__unidentified
OTU_6392,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Ferruginibacter; s__unidentified
OTU_6393,k__Bacteria; p__Bacteroidetes; c__Bacteroidetes_VC2.1_Bac22; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6394,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Chitinophaga; s__unidentified
OTU_6395,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Terrimonas; s__unidentified
OTU_6396,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Parafilimonas; s__unidentified
OTU_6397,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__Anaeromyxobacter_dehalogenans; s__Anaeromyxobacter_dehalogenans
OTU_6398,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Dinghuibacter; s__unidentified
OTU_6399,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__27F-1492R; g__unidentified; s__unidentified
OTU_64,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__unidentified
OTU_640,k__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__unidentified; g__unidentified; s__unidentified
OTU_6400,k__Bacteria; p__Planctomycetes; c__OM190; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6401,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae
OTU_6402,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__NS11-12_marine_group; g__unidentified; s__unidentified
OTU_6403,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__unidentified; g__unidentified; s__unidentified
OTU_6404,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Crocinitomix; s__unidentified
OTU_6405,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Ferruginibacter; s__unidentified
OTU_6406,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6407,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae
OTU_6408,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
OTU_6409,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Arcticibacter; s__unidentified
OTU_641,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6410,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Terrimonas; s__unidentified
OTU_6411,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__unidentified
OTU_6412,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Lineage_IIc; f__unidentified; g__unidentified; s__unidentified
OTU_6413,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae
OTU_6414,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__KD3-93; g__unidentified; s__unidentified
OTU_6415,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__unidentified
OTU_6416,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__unidentified; s__unidentified
OTU_6417,k__Bacteria; p__Planctomycetes; c__OM190; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_6418,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__Niastella; s__unidentified
